Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.4133    -159.2551       0.8419   383.1
0.0500        -158.2001    -159.2533       1.0532   479.3
0.1000        -158.3038    -159.2899       0.9861   448.7
0.1500        -158.5891    -159.2927       0.7036   320.2
0.2000        -158.2930    -159.3075       1.0145   461.7
0.2500        -158.6179    -159.2641       0.6462   294.1
0.3000        -158.5831    -159.2567       0.6736   306.5
0.3500        -158.3532    -159.2688       0.9156   416.7
0.4000        -158.5317    -159.3023       0.7706   350.7
0.4500        -158.5139    -159.2638       0.7499   341.3
0.5000        -158.4228    -159.2715       0.8487   386.2
0.5500        -158.3961    -159.2985       0.9024   410.7
0.6000        -158.5350    -159.2840       0.7490   340.9
0.6500        -158.4869    -159.2661       0.7791   354.6
0.7000        -158.3968    -159.2715       0.8747   398.1
0.7500        -158.5380    -159.2502       0.7122   324.1
0.8000        -158.5951    -159.2854       0.6903   314.1
0.8500        -158.5966    -159.2928       0.6962   316.8
0.9000        -158.6362    -159.2842       0.6481   294.9
0.9500        -158.4906    -159.2799       0.7893   359.2
1.0000        -158.5256    -159.2721       0.7465   339.7
1.0500        -158.4114    -159.2794       0.8679   395.0
1.1000        -158.5161    -159.2886       0.7725   351.5
1.1500        -158.4180    -159.2795       0.8615   392.1
1.2000        -158.5975    -159.2663       0.6688   304.4
1.2500        -158.4671    -159.2812       0.8141   370.5
1.3000        -158.3879    -159.2665       0.8786   399.8
1.3500        -158.6126    -159.2843       0.6717   305.7
1.4000        -158.3207    -159.2778       0.9571   435.6
1.4500        -158.1968    -159.2853       1.0886   495.4
1.5000        -158.4452    -159.2701       0.8249   375.4
1.5500        -158.3778    -159.2553       0.8774   399.3
1.6000        -158.3529    -159.3156       0.9628   438.1
1.6500        -158.4044    -159.2447       0.8403   382.4
1.7000        -158.3250    -159.2812       0.9561   435.1
1.7500        -158.3808    -159.2873       0.9065   412.6
1.8000        -158.5193    -159.2966       0.7773   353.7
1.8500        -158.4292    -159.3090       0.8798   400.4
1.9000        -158.1819    -159.2623       1.0804   491.7
1.9500        -158.3706    -159.2646       0.8940   406.9
2.0000        -158.0765    -159.2781       1.2016   546.8
2.0500        -158.0926    -159.2877       1.1952   543.9
2.1000        -158.0964    -159.2943       1.1979   545.1
2.1500        -158.1753    -159.2754       1.1001   500.6
2.2000        -158.2986    -159.3090       1.0104   459.8
2.2500        -158.1003    -159.3019       1.2015   546.8
2.3000        -158.0064    -159.2801       1.2737   579.6
2.3500        -158.2581    -159.2660       1.0079   458.7
2.4000        -157.9024    -159.2378       1.3355   607.7
2.4500        -157.9841    -159.3089       1.3248   602.9
2.5000        -158.0035    -159.3058       1.3023   592.6
2.5500        -158.0130    -159.2666       1.2537   570.5
2.6000        -158.0599    -159.2700       1.2101   550.7
2.6500        -158.0207    -159.2931       1.2724   579.0
2.7000        -157.9342    -159.2640       1.3298   605.2
2.7500        -158.0228    -159.2568       1.2340   561.6
2.8000        -157.9881    -159.2543       1.2662   576.2
2.8500        -157.8760    -159.2655       1.3895   632.3
2.9000        -157.8192    -159.3050       1.4858   676.2
2.9500        -157.9471    -159.2787       1.3316   606.0
3.0000        -157.9376    -159.2824       1.3448   612.0
3.0500        -157.7464    -159.2715       1.5252   694.1
3.1000        -157.9296    -159.2803       1.3507   614.7
3.1500        -157.5286    -159.2784       1.7498   796.3
3.2000        -158.0591    -159.2691       1.2100   550.7
3.2500        -157.6154    -159.3146       1.6992   773.3
3.3000        -157.5619    -159.2665       1.7046   775.7
3.3500        -157.5076    -159.2667       1.7591   800.5
3.4000        -157.7289    -159.2877       1.5588   709.4
3.4500        -157.6283    -159.2963       1.6680   759.1
3.5000        -157.3763    -159.2946       1.9183   873.0
3.5500        -157.6619    -159.2924       1.6305   742.0
3.6000        -157.5140    -159.2650       1.7510   796.8
3.6500        -157.6293    -159.2558       1.6266   740.2
3.7000        -157.4060    -159.2708       1.8647   848.6
3.7500        -157.5288    -159.2655       1.7367   790.3
3.8000        -157.3823    -159.2689       1.8866   858.6
3.8500        -157.4881    -159.2885       1.8004   819.3
3.9000        -157.4662    -159.3272       1.8610   846.9
3.9500        -157.3220    -159.2696       1.9476   886.3
4.0000        -157.2889    -159.2776       1.9887   905.0
4.0500        -157.1974    -159.2535       2.0562   935.7
4.1000        -157.3863    -159.2803       1.8940   861.9
4.1500        -157.4925    -159.2857       1.7932   816.0
4.2000        -157.3031    -159.2880       1.9849   903.3
