Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -18346.5813  -18347.0379       0.4567   441.6
0.0500      -18346.5805  -18347.0453       0.4649   449.6
0.1000      -18346.5802  -18346.8765       0.2962   286.5
0.1500      -18346.5810  -18346.9330       0.3520   340.4
0.2000      -18346.5808  -18346.9446       0.3639   351.9
0.2500      -18346.5808  -18347.1055       0.5248   507.5
0.3000      -18346.5809  -18347.0578       0.4769   461.1
0.3500      -18346.5800  -18346.9342       0.3542   342.5
0.4000      -18346.5808  -18346.9708       0.3901   377.2
0.4500      -18346.5805  -18346.9769       0.3964   383.4
0.5000      -18346.5800  -18346.9135       0.3335   322.5
0.5500      -18346.5811  -18347.0010       0.4199   406.1
0.6000      -18346.5802  -18347.0030       0.4228   408.9
0.6500      -18346.5810  -18347.0795       0.4985   482.1
0.7000      -18346.5807  -18347.0075       0.4268   412.7
0.7500      -18346.5793  -18346.8061       0.2268   219.4
0.8000      -18346.5818  -18347.0611       0.4794   463.6
0.8500      -18346.5798  -18346.8580       0.2782   269.1
0.9000      -18346.5808  -18346.9905       0.4097   396.2
0.9500      -18346.5814  -18347.0632       0.4818   465.9
1.0000      -18346.5801  -18346.9966       0.4164   402.7
1.0500      -18346.5805  -18347.0302       0.4497   434.9
1.1000      -18346.5810  -18347.0054       0.4244   410.4
1.1500      -18346.5806  -18346.9679       0.3873   374.5
1.2000      -18346.5808  -18347.0122       0.4314   417.2
1.2500      -18346.5808  -18346.9919       0.4111   397.5
1.3000      -18346.5806  -18346.8822       0.3016   291.7
1.3500      -18346.5816  -18347.0126       0.4310   416.8
1.4000      -18346.5804  -18347.0255       0.4451   430.5
1.4500      -18346.5805  -18347.0477       0.4672   451.8
1.5000      -18346.5811  -18347.0746       0.4935   477.2
1.5500      -18346.5802  -18346.9716       0.3914   378.5
1.6000      -18346.5812  -18346.9804       0.3992   386.1
1.6500      -18346.5796  -18346.8402       0.2606   252.0
1.7000      -18346.5810  -18346.9005       0.3195   308.9
1.7500      -18346.5811  -18347.0711       0.4899   473.8
1.8000      -18346.5808  -18347.0639       0.4831   467.2
1.8500      -18346.5805  -18347.0007       0.4202   406.3
1.9000      -18346.5805  -18347.0358       0.4553   440.3
1.9500      -18346.5801  -18346.8728       0.2927   283.0
2.0000      -18346.5815  -18347.0551       0.4736   457.9
2.0500      -18346.5799  -18346.8903       0.3103   300.1
2.1000      -18346.5810  -18347.0014       0.4204   406.5
2.1500      -18346.5803  -18347.0227       0.4424   427.8
2.2000      -18346.5813  -18347.1265       0.5451   527.2
2.2500      -18346.5805  -18346.9312       0.3507   339.1
2.3000      -18346.5806  -18346.8942       0.3136   303.2
2.3500      -18346.5802  -18346.9201       0.3399   328.7
2.4000      -18346.5810  -18347.0485       0.4675   452.1
2.4500      -18346.5805  -18346.9402       0.3598   347.9
2.5000      -18346.5809  -18346.9912       0.4103   396.8
2.5500      -18346.5810  -18347.0242       0.4433   428.6
2.6000      -18346.5807  -18346.9699       0.3892   376.4
2.6500      -18346.5803  -18347.0257       0.4454   430.7
2.7000      -18346.5813  -18347.0560       0.4747   459.0
2.7500      -18346.5801  -18346.9744       0.3943   381.3
2.8000      -18346.5809  -18346.9178       0.3369   325.8
2.8500      -18346.5810  -18346.9569       0.3759   363.5
2.9000      -18346.5804  -18346.9585       0.3781   365.7
2.9500      -18346.5808  -18346.9761       0.3953   382.3
3.0000      -18346.5815  -18347.0939       0.5124   495.5
3.0500      -18346.5801  -18347.0235       0.4434   428.8
3.1000      -18346.5812  -18346.9715       0.3903   377.5
3.1500      -18346.5799  -18347.0161       0.4362   421.8
3.2000      -18346.5805  -18346.9886       0.4081   394.6
3.2500      -18346.5806  -18346.9338       0.3532   341.5
3.3000      -18346.5804  -18347.0048       0.4244   410.4
3.3500      -18346.5806  -18346.9747       0.3941   381.1
3.4000      -18346.5809  -18346.9282       0.3473   335.9
3.4500      -18346.5793  -18346.9358       0.3564   344.7
3.5000      -18346.5811  -18346.9907       0.4095   396.0
3.5500      -18346.5803  -18347.0320       0.4516   436.8
3.6000      -18346.5812  -18347.0606       0.4794   463.6
3.6500      -18346.5816  -18347.0204       0.4388   424.4
3.7000      -18346.5802  -18346.9872       0.4070   393.6
3.7500      -18346.5803  -18346.9311       0.3509   339.3
3.8000      -18346.5817  -18346.9914       0.4098   396.3
3.8500      -18346.5799  -18347.0064       0.4265   412.5
3.9000      -18346.5817  -18347.0205       0.4388   424.4
3.9500      -18346.5804  -18346.9998       0.4193   405.5
4.0000      -18346.5805  -18346.9557       0.3752   362.8
4.0500      -18346.5807  -18346.9588       0.3781   365.6
