Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.6786    -159.6663       0.9877   318.4
0.0500        -157.9864    -159.6675       1.6811   541.9
0.1000        -157.9557    -159.7015       1.7458   562.7
0.1500        -158.7814    -159.6110       0.8295   267.4
0.2000        -158.2860    -159.6232       1.3372   431.0
0.2500        -157.5007    -159.6542       2.1535   694.2
0.3000        -158.1404    -159.7061       1.5657   504.7
0.3500        -157.5509    -159.6032       2.0524   661.6
0.4000        -157.3343    -159.5687       2.2344   720.3
0.4500        -157.4636    -159.5550       2.0914   674.2
0.5000        -157.1161    -159.6360       2.5198   812.3
