Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.6135    -159.6012       0.9877   318.4
0.0500        -158.3720    -159.6033       1.2313   396.9
0.1000        -157.7627    -159.6142       1.8515   596.8
0.1500        -158.1971    -159.6460       1.4489   467.0
0.2000        -157.9943    -159.6061       1.6118   519.6
0.2500        -157.7944    -159.6368       1.8424   593.9
0.3000        -157.8805    -159.6178       1.7373   560.0
0.3500        -157.9823    -159.6270       1.6447   530.2
0.4000        -157.8362    -159.6061       1.7698   570.5
0.4500        -158.3481    -159.5705       1.2223   394.0
0.5000        -157.8088    -159.6228       1.8140   584.7
0.5500        -157.9937    -159.5920       1.5983   515.2
0.6000        -158.0351    -159.6009       1.5657   504.7
0.6500        -157.9368    -159.6256       1.6888   544.4
0.7000        -157.8963    -159.5889       1.6927   545.6
0.7500        -158.2502    -159.6342       1.3840   446.1
0.8000        -157.6287    -159.5935       1.9648   633.3
0.8500        -158.1457    -159.6279       1.4822   477.8
0.9000        -157.7237    -159.6243       1.9006   612.7
0.9500        -158.1008    -159.6313       1.5305   493.4
1.0000        -157.8749    -159.6084       1.7335   558.8
1.0500        -157.8676    -159.5997       1.7320   558.3
1.1000        -157.6531    -159.6124       1.9593   631.6
1.1500        -157.9861    -159.6154       1.6292   525.2
1.2000        -157.8363    -159.5795       1.7432   561.9
1.2500        -157.8952    -159.6092       1.7140   552.5
1.3000        -157.5772    -159.6031       2.0259   653.0
1.3500        -158.0184    -159.6261       1.6077   518.2
1.4000        -157.5950    -159.6098       2.0149   649.5
1.4500        -157.9487    -159.6218       1.6731   539.3
1.5000        -157.7740    -159.5701       1.7961   579.0
1.5500        -158.0487    -159.6481       1.5994   515.6
1.6000        -157.4075    -159.5942       2.1867   704.9
1.6500        -157.7534    -159.6242       1.8708   603.1
1.7000        -157.8700    -159.6187       1.7486   563.7
1.7500        -157.7373    -159.6281       1.8908   609.5
1.8000        -157.7684    -159.6465       1.8781   605.4
1.8500        -158.1234    -159.5729       1.4495   467.2
1.9000        -157.6736    -159.6380       1.9644   633.2
1.9500        -158.0651    -159.5811       1.5160   488.7
2.0000        -157.8324    -159.6432       1.8108   583.7
2.0500        -157.4594    -159.6162       2.1568   695.2
2.1000        -157.5552    -159.6245       2.0693   667.0
2.1500        -157.5428    -159.6205       2.0777   669.7
2.2000        -157.5107    -159.6029       2.0922   674.4
2.2500        -157.8571    -159.6321       1.7749   572.1
2.3000        -157.5136    -159.6089       2.0954   675.4
2.3500        -157.6632    -159.6068       1.9435   626.5
2.4000        -157.6182    -159.6112       1.9929   642.4
2.4500        -157.8527    -159.6137       1.7609   567.6
2.5000        -157.6488    -159.6277       1.9789   637.9
2.5500        -157.7554    -159.6029       1.8474   595.5
2.6000        -157.6120    -159.5789       1.9670   634.0
2.6500        -157.3794    -159.6336       2.2543   726.7
2.7000        -157.7992    -159.5898       1.7906   577.2
2.7500        -157.4421    -159.6488       2.2067   711.3
2.8000        -157.1444    -159.6196       2.4752   797.9
2.8500        -157.2885    -159.6122       2.3237   749.0
2.9000        -157.8071    -159.6047       1.7975   579.4
2.9500        -157.5452    -159.6105       2.0653   665.7
3.0000        -157.6002    -159.6034       2.0032   645.7
3.0500        -157.6477    -159.5980       1.9502   628.7
3.1000        -157.4534    -159.6240       2.1706   699.7
3.1500        -157.3627    -159.6150       2.2523   726.0
3.2000        -157.3705    -159.6071       2.2366   721.0
3.2500        -157.1625    -159.6222       2.4597   792.9
3.3000        -157.1216    -159.6386       2.5170   811.3
3.3500        -157.2881    -159.6097       2.3216   748.4
3.4000        -157.6374    -159.6092       1.9718   635.6
3.4500        -157.5376    -159.6201       2.0825   671.3
3.5000        -157.5505    -159.6295       2.0791   670.2
3.5500        -157.4357    -159.6109       2.1752   701.2
3.6000        -157.2136    -159.5858       2.3722   764.7
3.6500        -157.7394    -159.6040       1.8646   601.0
3.7000        -157.2430    -159.6248       2.3818   767.8
3.7500        -157.3132    -159.6197       2.3065   743.5
3.8000        -157.5175    -159.6212       2.1037   678.1
3.8500        -157.3160    -159.6361       2.3201   747.9
3.9000        -157.4028    -159.6241       2.2213   716.0
3.9500        -157.1442    -159.6024       2.4582   792.4
4.0000        -157.2337    -159.6191       2.3854   768.9
4.0500        -157.3384    -159.6048       2.2663   730.6
4.1000        -157.7897    -159.6037       1.8140   584.7
4.1500        -157.4672    -159.6248       2.1576   695.5
4.2000        -157.4430    -159.5932       2.1503   693.1
4.2500        -157.4798    -159.6028       2.1230   684.3
4.3000        -157.4903    -159.6376       2.1473   692.2
4.3500        -157.3802    -159.6313       2.2510   725.6
4.4000        -157.0369    -159.6071       2.5702   828.5
4.4500        -157.1229    -159.6143       2.4914   803.1
4.5000        -157.4273    -159.6139       2.1866   704.9
4.5500        -157.2844    -159.6564       2.3720   764.6
4.6000        -157.2916    -159.5902       2.2986   741.0
4.6500        -157.3322    -159.6292       2.2970   740.4
4.7000        -157.2433    -159.6108       2.3675   763.1
4.7500        -157.2829    -159.6378       2.3548   759.1
