Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -157.4385    -158.5038       1.0653   305.2
0.0500        -157.1737    -158.6328       1.4591   418.1
0.1000        -156.9565    -158.4365       1.4800   424.1
0.1500        -156.7201    -158.5478       1.8277   523.7
0.2000        -156.1532    -158.3703       2.2171   635.3
0.2500        -155.5159    -158.1964       2.6805   768.1
0.3000        -154.7728    -157.9903       3.2175   921.9
0.3500        -155.5763    -158.3005       2.7242   780.6
0.4000        -155.6644    -158.5600       2.8956   829.7
0.4500        -156.4046    -159.0657       2.6611   762.5
0.5000        -156.7195    -159.5219       2.8024   803.0
0.5500        -156.9708    -159.6479       2.6771   767.1
0.6000        -157.1436    -159.7349       2.5913   742.5
0.6500        -156.6998    -159.6991       2.9992   859.4
0.7000        -156.6899    -160.0404       3.3505   960.0
