Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -7490.1902   -7491.3138       1.1236   413.9
0.0500       -7490.1911   -7491.2001       1.0090   371.7
0.1000       -7490.1912   -7491.2261       1.0349   381.2
0.1500       -7490.1969   -7491.5217       1.3247   488.0
0.2000       -7490.1940   -7491.4677       1.2737   469.2
0.2500       -7490.1942   -7491.5777       1.3835   509.7
0.3000       -7490.1960   -7491.3791       1.1831   435.9
0.3500       -7490.1921   -7491.3014       1.1093   408.7
0.4000       -7490.1918   -7491.3915       1.1997   442.0
0.4500       -7490.1927   -7491.3004       1.1076   408.0
0.5000       -7490.1913   -7491.4930       1.3018   479.6
0.5500       -7490.1926   -7491.2270       1.0344   381.1
0.6000       -7490.1966   -7491.6514       1.4548   535.9
0.6500       -7490.1943   -7491.3408       1.1466   422.4
0.7000       -7490.1981   -7491.5538       1.3557   499.4
0.7500       -7490.1943   -7491.4595       1.2652   466.1
0.8000       -7490.1960   -7491.3354       1.1395   419.8
0.8500       -7490.1961   -7491.4990       1.3028   480.0
0.9000       -7490.1910   -7491.3714       1.1804   434.8
0.9500       -7490.1930   -7491.2944       1.1014   405.8
1.0000       -7490.1900   -7491.1765       0.9865   363.4
1.0500       -7490.1936   -7491.4582       1.2646   465.9
1.1000       -7490.1915   -7491.2301       1.0386   382.6
1.1500       -7490.1970   -7491.6277       1.4308   527.1
1.2000       -7490.1951   -7491.4524       1.2573   463.2
1.2500       -7490.1984   -7491.7097       1.5113   556.8
1.3000       -7490.1944   -7491.4941       1.2997   478.8
1.3500       -7490.1951   -7491.3384       1.1433   421.2
1.4000       -7490.1969   -7491.6244       1.4275   525.9
1.4500       -7490.1970   -7491.7457       1.5487   570.5
1.5000       -7490.1958   -7491.8254       1.6296   600.3
1.5500       -7490.1899   -7491.2651       1.0752   396.1
1.6000       -7490.1939   -7491.4187       1.2248   451.2
1.6500       -7490.1940   -7491.5125       1.3186   485.8
1.7000       -7490.1928   -7491.4538       1.2610   464.5
1.7500       -7490.1906   -7491.2012       1.0106   372.3
1.8000       -7490.1900   -7491.0844       0.8945   329.5
1.8500       -7490.1910   -7491.2480       1.0570   389.4
1.9000       -7490.1945   -7491.5364       1.3419   494.4
1.9500       -7490.1926   -7491.4107       1.2181   448.7
2.0000       -7490.1953   -7491.5512       1.3560   499.5
2.0500       -7490.1937   -7491.5160       1.3224   487.2
2.1000       -7490.1936   -7491.4959       1.3023   479.7
2.1500       -7490.1942   -7491.4681       1.2739   469.3
2.2000       -7490.1922   -7491.2197       1.0275   378.5
2.2500       -7490.1928   -7491.5797       1.3869   510.9
2.3000       -7490.1921   -7491.2467       1.0546   388.5
2.3500       -7490.1945   -7491.3753       1.1808   435.0
2.4000       -7490.1909   -7491.2157       1.0248   377.5
2.4500       -7490.1915   -7491.2386       1.0471   385.7
2.5000       -7490.1929   -7491.3212       1.1283   415.7
2.5500       -7490.1938   -7491.4392       1.2454   458.8
2.6000       -7490.1929   -7491.5761       1.3832   509.6
2.6500       -7490.1917   -7491.5461       1.3545   499.0
2.7000       -7490.1931   -7491.4562       1.2631   465.3
2.7500       -7490.1948   -7491.6131       1.4183   522.5
2.8000       -7490.1946   -7491.4633       1.2687   467.4
2.8500       -7490.1977   -7491.7371       1.5394   567.1
2.9000       -7490.1935   -7491.3258       1.1323   417.1
2.9500       -7490.1915   -7491.2679       1.0764   396.5
3.0000       -7490.1932   -7491.4886       1.2955   477.3
3.0500       -7490.1939   -7491.3683       1.1745   432.7
3.1000       -7490.1925   -7491.3171       1.1246   414.3
3.1500       -7490.1917   -7491.2875       1.0958   403.7
3.2000       -7490.1949   -7491.6402       1.4453   532.5
3.2500       -7490.1951   -7491.3943       1.1992   441.8
3.3000       -7490.1932   -7491.2970       1.1038   406.6
3.3500       -7490.1922   -7491.3660       1.1738   432.4
3.4000       -7490.1958   -7491.5446       1.3488   496.9
3.4500       -7490.1940   -7491.4429       1.2489   460.1
3.5000       -7490.1924   -7491.2462       1.0538   388.2
3.5500       -7490.1925   -7491.3580       1.1655   429.4
3.6000       -7490.1958   -7491.3824       1.1867   437.2
