Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -159.0505    -159.4054       0.3549   392.2
0.0500        -158.7585    -159.1883       0.4298   475.0
0.1000        -158.8436    -159.3402       0.4966   548.8
0.1500        -159.1027    -159.4634       0.3607   398.7
0.2000        -158.9697    -159.4722       0.5025   555.4
0.2500        -159.0868    -159.5289       0.4421   488.6
0.3000        -159.0314    -159.4695       0.4381   484.1
0.3500        -159.0683    -159.5210       0.4527   500.3
0.4000        -158.7984    -159.2937       0.4953   547.3
0.4500        -159.0275    -159.3783       0.3508   387.8
0.5000        -159.1483    -159.6096       0.4614   509.9
0.5500        -158.9804    -159.4255       0.4451   491.9
0.6000        -159.1159    -159.4708       0.3550   392.3
0.6500        -158.8530    -159.3927       0.5398   596.5
0.7000        -159.1442    -159.6596       0.5154   569.7
0.7500        -158.8477    -159.2075       0.3598   397.7
0.8000        -158.7099    -159.2109       0.5010   553.7
0.8500        -158.8017    -159.1739       0.3722   411.3
0.9000        -158.7071    -159.1531       0.4461   493.0
0.9500        -158.8809    -159.3658       0.4849   535.9
1.0000        -158.9425    -159.3540       0.4115   454.8
1.0500        -158.6707    -159.0813       0.4105   453.7
1.1000        -158.9985    -159.5289       0.5305   586.3
1.1500        -158.8225    -159.2433       0.4208   465.1
1.2000        -158.7263    -159.1996       0.4733   523.0
1.2500        -158.6470    -159.2097       0.5627   621.9
1.3000        -158.9505    -159.3770       0.4266   471.4
1.3500        -158.8560    -159.4341       0.5781   638.9
1.4000        -158.8329    -159.4588       0.6260   691.8
1.4500        -158.9688    -159.3727       0.4040   446.4
1.5000        -158.7814    -159.3506       0.5692   629.1
1.5500        -158.8992    -159.5505       0.6512   719.7
1.6000        -158.8980    -159.4085       0.5104   564.1
1.6500        -158.7261    -159.3820       0.6560   725.0
1.7000        -158.5999    -159.2663       0.6664   736.5
1.7500        -158.7142    -159.2401       0.5259   581.2
1.8000        -158.8382    -159.4855       0.6473   715.4
1.8500        -158.6634    -159.3834       0.7200   795.8
1.9000        -158.7493    -159.2804       0.5311   586.9
1.9500        -158.8463    -159.5995       0.7533   832.5
2.0000        -158.8098    -159.3915       0.5818   642.9
2.0500        -158.7322    -159.2895       0.5573   615.9
2.1000        -158.5407    -159.2808       0.7401   818.0
2.1500        -158.6424    -159.2293       0.5869   648.6
2.2000        -158.7722    -159.2783       0.5061   559.4
2.2500        -158.6277    -159.3431       0.7154   790.6
2.3000        -158.6348    -159.2449       0.6100   674.2
2.3500        -158.7147    -159.2288       0.5141   568.2
2.4000        -158.8693    -159.5886       0.7193   794.9
2.4500        -158.6780    -159.2887       0.6107   674.9
2.5000        -158.6501    -159.2338       0.5837   645.1
2.5500        -158.7507    -159.5945       0.8438   932.5
2.6000        -158.5933    -159.1993       0.6060   669.8
2.6500        -158.6578    -159.2554       0.5976   660.5
2.7000        -158.5469    -159.3449       0.7980   881.9
2.7500        -158.5352    -159.2128       0.6776   748.9
2.8000        -158.6408    -159.3501       0.7093   783.9
