Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -72202.9071  -72203.3638       0.4567   441.6
0.0500      -72202.9075  -72203.3770       0.4695   454.0
0.1000      -72202.9058  -72203.2153       0.3095   299.3
0.1500      -72202.9077  -72203.4388       0.5312   513.7
0.2000      -72202.9072  -72203.3431       0.4359   421.5
0.2500      -72202.9060  -72203.3400       0.4340   419.7
0.3000      -72202.9084  -72203.3947       0.4863   470.3
0.3500      -72202.9056  -72203.2657       0.3602   348.3
0.4000      -72202.9069  -72203.4196       0.5127   495.8
0.4500      -72202.9081  -72203.4308       0.5227   505.5
0.5000      -72202.9079  -72203.4769       0.5690   550.3
0.5500      -72202.9058  -72203.2244       0.3186   308.1
0.6000      -72202.9087  -72203.3797       0.4710   455.5
0.6500      -72202.9060  -72203.3196       0.4136   400.0
0.7000      -72202.9066  -72203.3234       0.4168   403.1
0.7500      -72202.9073  -72203.4192       0.5119   495.0
0.8000      -72202.9076  -72203.4514       0.5438   525.9
0.8500      -72202.9062  -72203.2976       0.3915   378.6
0.9000      -72202.9073  -72203.3868       0.4796   463.8
0.9500      -72202.9064  -72203.2950       0.3886   375.8
1.0000      -72202.9069  -72203.3634       0.4564   441.4
1.0500      -72202.9061  -72203.3705       0.4645   449.1
1.1000      -72202.9071  -72203.3600       0.4530   438.0
1.1500      -72202.9067  -72203.3906       0.4839   467.9
1.2000      -72202.9054  -72203.2359       0.3306   319.7
1.2500      -72202.9068  -72203.3661       0.4592   444.1
1.3000      -72202.9073  -72203.4219       0.5146   497.6
1.3500      -72202.9059  -72203.2887       0.3827   370.1
1.4000      -72202.9065  -72203.3503       0.4438   429.2
1.4500      -72202.9079  -72203.3017       0.3938   380.8
1.5000      -72202.9061  -72203.3784       0.4723   456.8
1.5500      -72202.9061  -72203.3091       0.4029   389.6
1.6000      -72202.9082  -72203.4300       0.5218   504.6
1.6500      -72202.9086  -72203.5447       0.6361   615.2
1.7000      -72202.9055  -72203.3012       0.3957   382.6
1.7500      -72202.9094  -72203.4368       0.5274   510.0
1.8000      -72202.9072  -72203.2585       0.3513   339.7
1.8500      -72202.9068  -72203.3311       0.4244   410.4
1.9000      -72202.9071  -72203.4049       0.4978   481.4
1.9500      -72202.9074  -72203.4374       0.5299   512.5
2.0000      -72202.9063  -72203.3692       0.4630   447.7
2.0500      -72202.9072  -72203.3076       0.4005   387.3
2.1000      -72202.9068  -72203.2853       0.3785   366.0
2.1500      -72202.9069  -72203.3328       0.4259   411.9
2.2000      -72202.9076  -72203.4341       0.5265   509.2
2.2500      -72202.9072  -72203.3707       0.4635   448.2
2.3000      -72202.9075  -72203.4018       0.4942   478.0
2.3500      -72202.9075  -72203.4015       0.4940   477.7
2.4000      -72202.9056  -72203.2384       0.3328   321.8
2.4500      -72202.9068  -72203.3630       0.4562   441.2
2.5000      -72202.9070  -72203.3590       0.4520   437.1
2.5500      -72202.9063  -72203.3639       0.4577   442.6
2.6000      -72202.9081  -72203.3409       0.4328   418.5
2.6500      -72202.9067  -72203.3167       0.4100   396.5
2.7000      -72202.9062  -72203.3032       0.3970   384.0
2.7500      -72202.9074  -72203.3644       0.4571   442.0
2.8000      -72202.9072  -72203.5400       0.6328   612.0
2.8500      -72202.9068  -72203.3437       0.4370   422.6
2.9000      -72202.9063  -72203.3401       0.4338   419.5
2.9500      -72202.9064  -72203.2541       0.3477   336.2
3.0000      -72202.9065  -72203.3112       0.4046   391.3
3.0500      -72202.9068  -72203.4184       0.5116   494.8
3.1000      -72202.9065  -72203.3174       0.4109   397.4
3.1500      -72202.9070  -72203.4343       0.5273   509.9
3.2000      -72202.9050  -72203.2664       0.3614   349.5
3.2500      -72202.9071  -72203.3122       0.4050   391.7
3.3000      -72202.9065  -72203.2974       0.3909   378.0
3.3500      -72202.9064  -72203.3002       0.3939   380.9
3.4000      -72202.9067  -72203.4029       0.4962   479.8
3.4500      -72202.9070  -72203.3987       0.4916   475.4
3.5000      -72202.9055  -72203.2976       0.3921   379.2
3.5500      -72202.9068  -72203.3433       0.4365   422.1
3.6000      -72202.9063  -72203.3039       0.3976   384.5
3.6500      -72202.9082  -72203.5019       0.5937   574.1
3.7000      -72202.9064  -72203.3245       0.4181   404.3
3.7500      -72202.9075  -72203.3230       0.4156   401.9
3.8000      -72202.9076  -72203.4227       0.5152   498.2
3.8500      -72202.9060  -72203.2634       0.3574   345.6
3.9000      -72202.9071  -72203.3964       0.4893   473.2
3.9500      -72202.9083  -72203.4340       0.5258   508.4
4.0000      -72202.9062  -72203.3653       0.4591   444.0
4.0500      -72202.9076  -72203.3883       0.4806   464.8
4.1000      -72202.9069  -72203.3240       0.4170   403.3
4.1500      -72202.9067  -72203.3805       0.4738   458.2
4.2000      -72202.9063  -72203.2892       0.3829   370.3
4.2500      -72202.9079  -72203.4242       0.5163   499.3
4.3000      -72202.9061  -72203.3425       0.4365   422.1
4.3500      -72202.9073  -72203.3818       0.4746   458.9
4.4000      -72202.9068  -72203.2920       0.3852   372.5
4.4500      -72202.9069  -72203.2993       0.3924   379.5
4.5000      -72202.9074  -72203.4172       0.5098   493.0
4.5500      -72202.9067  -72203.3387       0.4319   417.7
4.6000      -72202.9071  -72203.4137       0.5066   490.0
4.6500      -72202.9076  -72203.3958       0.4882   472.1
4.7000      -72202.9062  -72203.3772       0.4710   455.4
4.7500      -72202.9066  -72203.3630       0.4564   441.4
4.8000      -72202.9069  -72203.3920       0.4851   469.1
4.8500      -72202.9065  -72203.3854       0.4790   463.2
4.9000      -72202.9082  -72203.3604       0.4522   437.3
4.9500      -72202.9065  -72203.3893       0.4827   466.8
5.0000      -72202.9063  -72203.2649       0.3586   346.8
5.0500      -72202.9074  -72203.3559       0.4486   433.8
5.1000      -72202.9068  -72203.4550       0.5482   530.1
5.1500      -72202.9065  -72203.3242       0.4178   404.0
5.2000      -72202.9069  -72203.3845       0.4776   461.9
5.2500      -72202.9063  -72203.2530       0.3467   335.3
5.3000      -72202.9068  -72203.2994       0.3926   379.7
5.3500      -72202.9060  -72203.3939       0.4879   471.8
5.4000      -72202.9069  -72203.3470       0.4401   425.6
5.4500      -72202.9071  -72203.4691       0.5620   543.5
5.5000      -72202.9068  -72203.4183       0.5115   494.7
5.5500      -72202.9066  -72203.3025       0.3959   382.9
5.6000      -72202.9077  -72203.4225       0.5148   497.9
5.6500      -72202.9048  -72203.1390       0.2342   226.5
5.7000      -72202.9077  -72203.4259       0.5182   501.1
5.7500      -72202.9065  -72203.3721       0.4655   450.2
5.8000      -72202.9063  -72203.3608       0.4545   439.5
5.8500      -72202.9070  -72203.4414       0.5344   516.8
5.9000      -72202.9066  -72203.2445       0.3379   326.8
5.9500      -72202.9066  -72203.4229       0.5163   499.3
6.0000      -72202.9069  -72203.3521       0.4452   430.6
6.0500      -72202.9067  -72203.3780       0.4713   455.7
6.1000      -72202.9075  -72203.4338       0.5263   508.9
6.1500      -72202.9058  -72203.1862       0.2804   271.1
6.2000      -72202.9075  -72203.3847       0.4772   461.5
6.2500      -72202.9068  -72203.3682       0.4615   446.2
6.3000      -72202.9071  -72203.4023       0.4952   478.9
6.3500      -72202.9066  -72203.3580       0.4514   436.6
6.4000      -72202.9079  -72203.3740       0.4662   450.8
6.4500      -72202.9062  -72203.2459       0.3397   328.6
6.5000      -72202.9079  -72203.4063       0.4984   481.9
6.5500      -72202.9079  -72203.4910       0.5831   563.9
6.6000      -72202.9070  -72203.3898       0.4829   467.0
6.6500      -72202.9070  -72203.5152       0.6082   588.1
6.7000      -72202.9070  -72203.2942       0.3872   374.4
6.7500      -72202.9063  -72203.3301       0.4238   409.8
6.8000      -72202.9071  -72203.3470       0.4399   425.4
6.8500      -72202.9060  -72203.2769       0.3708   358.6
6.9000      -72202.9071  -72203.4624       0.5553   537.0
6.9500      -72202.9058  -72203.2526       0.3467   335.3
7.0000      -72202.9064  -72203.3296       0.4231   409.2
7.0500      -72202.9062  -72203.2703       0.3640   352.0
7.1000      -72202.9068  -72203.3641       0.4572   442.2
7.1500      -72202.9077  -72203.4418       0.5341   516.5
7.2000      -72202.9067  -72203.3710       0.4642   448.9
7.2500      -72202.9060  -72203.3240       0.4180   404.2
7.3000      -72202.9066  -72203.3372       0.4305   416.4
7.3500      -72202.9068  -72203.3276       0.4208   407.0
7.4000      -72202.9058  -72203.4115       0.5057   489.1
7.4500      -72202.9071  -72203.4301       0.5231   505.8
7.5000      -72202.9058  -72203.2413       0.3355   324.4
7.5500      -72202.9076  -72203.4082       0.5006   484.1
7.6000      -72202.9061  -72203.2098       0.3037   293.7
7.6500      -72202.9076  -72203.3741       0.4665   451.1
7.7000      -72202.9075  -72203.5139       0.6063   586.3
7.7500      -72202.9069  -72203.4218       0.5149   497.9
7.8000      -72202.9065  -72203.3962       0.4897   473.6
7.8500      -72202.9074  -72203.3757       0.4683   452.9
7.9000      -72202.9057  -72203.2114       0.3057   295.6
7.9500      -72202.9077  -72203.4043       0.4966   480.2
8.0000      -72202.9079  -72203.4044       0.4965   480.2
8.0500      -72202.9066  -72203.3255       0.4189   405.1
8.1000      -72202.9072  -72203.4324       0.5253   508.0
8.1500      -72202.9059  -72203.2192       0.3133   303.0
8.2000      -72202.9067  -72203.3505       0.4438   429.2
8.2500      -72202.9064  -72203.3472       0.4408   426.3
8.3000      -72202.9069  -72203.3305       0.4236   409.7
8.3500      -72202.9073  -72203.3869       0.4796   463.8
8.4000      -72202.9087  -72203.4223       0.5137   496.8
8.4500      -72202.9054  -72203.2626       0.3572   345.4
8.5000      -72202.9088  -72203.5435       0.6346   613.7
8.5500      -72202.9065  -72203.3851       0.4785   462.7
8.6000      -72202.9073  -72203.3763       0.4690   453.6
8.6500      -72202.9062  -72203.3897       0.4835   467.6
8.7000      -72202.9063  -72203.1836       0.2772   268.1
8.7500      -72202.9068  -72203.3567       0.4499   435.1
8.8000      -72202.9062  -72203.3495       0.4432   428.6
8.8500      -72202.9073  -72203.4389       0.5316   514.1
8.9000      -72202.9075  -72203.4199       0.5124   495.5
8.9500      -72202.9064  -72203.2644       0.3580   346.2
9.0000      -72202.9065  -72203.3653       0.4588   443.6
9.0500      -72202.9076  -72203.3615       0.4539   438.9
9.1000      -72202.9058  -72203.3183       0.4125   398.9
9.1500      -72202.9080  -72203.4453       0.5373   519.6
9.2000      -72202.9058  -72203.2705       0.3646   352.6
9.2500      -72202.9071  -72203.3244       0.4173   403.6
9.3000      -72202.9060  -72203.3241       0.4180   404.3
9.3500      -72202.9074  -72203.3393       0.4319   417.6
9.4000      -72202.9061  -72203.3097       0.4036   390.3
9.4500      -72202.9074  -72203.3920       0.4846   468.7
9.5000      -72202.9045  -72203.2351       0.3306   319.7
9.5500      -72202.9076  -72203.4525       0.5449   527.0
9.6000      -72202.9062  -72203.3330       0.4268   412.7
9.6500      -72202.9067  -72203.4515       0.5448   526.8
9.7000      -72202.9072  -72203.4618       0.5547   536.4
9.7500      -72202.9064  -72203.3207       0.4143   400.7
9.8000      -72202.9070  -72203.3251       0.4181   404.3
9.8500      -72202.9065  -72203.2951       0.3886   375.8
9.9000      -72202.9071  -72203.2769       0.3699   357.7
9.9500      -72202.9070  -72203.4245       0.5175   500.5
10.0000     -72202.9073  -72203.3785       0.4712   455.7
10.0500     -72202.9059  -72203.2829       0.3770   364.6
10.1000     -72202.9090  -72203.4848       0.5758   556.8
10.1500     -72202.9048  -72203.1762       0.2714   262.4
10.2000     -72202.9086  -72203.4642       0.5556   537.3
10.2500     -72202.9077  -72203.4723       0.5647   546.1
10.3000     -72202.9067  -72203.3265       0.4198   405.9
10.3500     -72202.9062  -72203.3796       0.4734   457.8
10.4000     -72202.9075  -72203.4076       0.5001   483.6
10.4500     -72202.9061  -72203.2996       0.3935   380.5
10.5000     -72202.9068  -72203.3895       0.4826   466.7
10.5500     -72202.9068  -72203.3096       0.4028   389.5
10.6000     -72202.9078  -72203.3526       0.4448   430.1
10.6500     -72202.9092  -72203.5025       0.5933   573.7
10.7000     -72202.9056  -72203.2399       0.3343   323.3
10.7500     -72202.9087  -72203.5110       0.6023   582.5
10.8000     -72202.9072  -72203.3599       0.4527   437.8
10.8500     -72202.9081  -72203.4099       0.5018   485.3
10.9000     -72202.9061  -72203.3815       0.4755   459.8
10.9500     -72202.9073  -72203.3218       0.4145   400.9
