Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.5615    -159.5878       1.0263   317.6
0.0500        -157.8666    -159.5533       1.6868   522.0
0.1000        -157.5603    -159.5941       2.0339   629.4
0.1500        -157.4098    -159.5235       2.1137   654.1
0.2000        -157.4117    -159.5930       2.1813   675.0
0.2500        -157.8845    -159.6181       1.7336   536.5
0.3000        -157.6420    -159.5975       1.9555   605.1
0.3500        -157.6863    -159.5817       1.8954   586.5
0.4000        -158.0390    -159.5612       1.5222   471.0
0.4500        -157.6828    -159.6268       1.9440   601.6
0.5000        -157.2323    -159.5657       2.3334   722.1
0.5500        -157.7978    -159.5689       1.7711   548.1
0.6000        -157.5266    -159.5928       2.0662   639.4
0.6500        -157.7778    -159.6152       1.8374   568.6
0.7000        -157.5316    -159.6172       2.0856   645.4
0.7500        -157.3462    -159.5439       2.1977   680.1
0.8000        -157.4927    -159.6035       2.1108   653.2
0.8500        -157.0815    -159.4996       2.4181   748.3
0.9000        -157.2819    -159.5509       2.2690   702.1
0.9500        -156.9387    -159.5372       2.5986   804.1
1.0000        -156.4920    -159.6004       3.1084   961.9
