Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.1280    -158.3880       0.2600   335.2
0.0500        -157.8123    -158.3735       0.5612   723.6
0.1000        -158.1141    -158.4169       0.3028   390.4
0.1500        -157.8804    -158.4255       0.5450   702.8
0.2000        -157.9292    -158.4005       0.4712   607.6
0.2500        -157.9733    -158.3513       0.3780   487.4
0.3000        -157.9339    -158.3547       0.4208   542.6
0.3500        -158.1412    -158.4157       0.2745   353.9
0.4000        -157.8532    -158.3346       0.4813   620.6
0.4500        -158.0526    -158.2922       0.2397   309.0
0.5000        -157.6948    -158.2624       0.5675   731.8
0.5500        -157.9373    -158.2340       0.2967   382.6
