Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -5290.0099   -5290.6995       0.6896   444.6
0.0500       -5290.0104   -5291.0857       1.0753   693.2
0.1000       -5290.0100   -5290.7630       0.7529   485.4
0.1500       -5290.0118   -5291.0465       1.0346   667.0
0.2000       -5290.0113   -5291.0561       1.0448   673.6
0.2500       -5290.0108   -5291.0900       1.0792   695.8
0.3000       -5290.0114   -5290.9696       0.9582   617.8
0.3500       -5290.0109   -5290.8386       0.8277   533.6
0.4000       -5290.0094   -5290.9525       0.9431   608.0
0.4500       -5290.0106   -5290.8447       0.8341   537.8
0.5000       -5290.0099   -5290.9649       0.9551   615.7
0.5500       -5290.0110   -5290.8217       0.8107   522.7
0.6000       -5290.0113   -5290.8110       0.7997   515.6
0.6500       -5290.0102   -5290.8938       0.8836   569.7
0.7000       -5290.0103   -5290.8072       0.7970   513.8
0.7500       -5290.0105   -5290.9770       0.9665   623.1
0.8000       -5290.0121   -5290.8363       0.8242   531.4
0.8500       -5290.0110   -5290.8910       0.8800   567.4
0.9000       -5290.0110   -5291.0366       1.0256   661.2
0.9500       -5290.0123   -5291.0139       1.0017   645.8
1.0000       -5290.0106   -5290.8219       0.8113   523.1
1.0500       -5290.0089   -5291.0101       1.0011   645.4
1.1000       -5290.0097   -5290.8909       0.8812   568.1
1.1500       -5290.0111   -5291.0248       1.0137   653.5
1.2000       -5290.0112   -5290.9207       0.9096   586.4
1.2500       -5290.0113   -5290.9324       0.9211   593.8
1.3000       -5290.0111   -5291.0514       1.0403   670.7
1.3500       -5290.0084   -5290.6801       0.6717   433.0
1.4000       -5290.0114   -5291.0434       1.0320   665.3
1.4500       -5290.0107   -5290.8097       0.7990   515.1
1.5000       -5290.0111   -5291.1498       1.1387   734.1
1.5500       -5290.0128   -5291.0023       0.9895   637.9
1.6000       -5290.0122   -5291.0570       1.0448   673.6
1.6500       -5290.0103   -5290.8727       0.8624   556.0
1.7000       -5290.0117   -5290.9660       0.9543   615.2
1.7500       -5290.0111   -5290.9209       0.9098   586.5
1.8000       -5290.0084   -5290.6756       0.6672   430.2
1.8500       -5290.0108   -5291.0168       1.0061   648.6
1.9000       -5290.0106   -5290.7819       0.7713   497.2
1.9500       -5290.0095   -5290.8378       0.8283   534.0
2.0000       -5290.0109   -5290.7977       0.7868   507.3
2.0500       -5290.0122   -5291.0258       1.0135   653.4
2.1000       -5290.0111   -5290.9200       0.9088   585.9
2.1500       -5290.0110   -5290.9042       0.8931   575.8
2.2000       -5290.0113   -5291.0529       1.0415   671.5
2.2500       -5290.0129   -5290.9882       0.9753   628.8
2.3000       -5290.0113   -5290.9906       0.9792   631.3
2.3500       -5290.0106   -5290.9131       0.9024   581.8
2.4000       -5290.0081   -5290.7312       0.7230   466.1
2.4500       -5290.0110   -5290.8728       0.8619   555.6
2.5000       -5290.0113   -5290.9163       0.9050   583.5
2.5500       -5290.0096   -5290.8121       0.8024   517.3
2.6000       -5290.0100   -5291.0786       1.0687   689.0
2.6500       -5290.0089   -5290.7149       0.7061   455.2
2.7000       -5290.0114   -5291.1600       1.1486   740.5
2.7500       -5290.0113   -5290.8459       0.8347   538.1
2.8000       -5290.0125   -5291.0314       1.0190   656.9
2.8500       -5290.0115   -5290.8228       0.8113   523.0
2.9000       -5290.0103   -5290.7815       0.7711   497.2
2.9500       -5290.0127   -5291.0986       1.0859   700.1
3.0000       -5290.0103   -5290.8983       0.8880   572.5
3.0500       -5290.0119   -5291.0879       1.0760   693.7
3.1000       -5290.0106   -5290.8885       0.8780   566.0
3.1500       -5290.0121   -5291.0683       1.0561   680.9
3.2000       -5290.0092   -5290.7130       0.7037   453.7
3.2500       -5290.0112   -5291.0587       1.0475   675.3
3.3000       -5290.0102   -5290.8175       0.8074   520.5
3.3500       -5290.0115   -5291.1619       1.1504   741.6
3.4000       -5290.0117   -5290.8137       0.8019   517.0
3.4500       -5290.0110   -5291.0572       1.0461   674.4
